Item #,CPT/HCPCS Code,Description,Modifier,NDC,UOM,NRV,Gross Charge,Cash price,Min insurance pmt,Max insurance pmt,"AARP/UHC MHMO - AARP Medicare Advantage Plans, Dual Complete Special Needs Plans, UnitedHealthcare Medicare Advantage PASSPORT, UnitedHealthcare Medicare Advantage PPO","Aetna Commercial - HMO, POS, PPO EPO, HDHP","Ambetter - Ambetter Bronze, Silver, and Gold plans",Amerigroup - TennCare,"Amerivantage MHMO - Amerivantage Balance Plus (HMO), Amerivantage Classic Plus (HMO-POS), Amerivantage Full Dual Coordination (HMO D-SNP), Amerivantage Dual Premier (HMO D-SNP), Amerivantage Classic (HMO), Amerivantage Balance, Dual Coordination (HMO D-SNP)",Beechstreet - PPO,Blount County Government Cigna via Allegiance,Blue Cross Networks P&S,BlueCare - TennCare,"BlueAdvantage MHMO - BlueAdvantage Sapphire (PPO), BlueAdvantage Freedom (PPO), BlueCare Plus (HMO D-SNP), BlueCare Plus Choice (HMO D-SNP), BlueAdvantage Emerald (PPO), BlueAdvantage Ruby (PPO), BlueAdvantage Diamond (PPO)","Cigna - Connect, HMO, Indemnity, LocalPlus, OAP/Open Access Plus, PPO",Coventry - PPO,"Humana - HMO, Indemnity, POS, PPO","Humana Gold Plus HMO, HumanaChoice PPO, HumanaChoice Regional PPO, Humana Gold Plus SNP-DE",Multiplan - PPO,TennCare Select - TennCare,Three Rivers - PPO,UHC Community Plan - TennCare,"UnitedHealthcare - All Savers Health Plan, Heritage/UHC of the River Valley, Sures, TN Individual Exchange Benefit Plan, UHC Choice/Choice Plus, UHC Choice Advanced/Choice Plus Advanced, UHC Core/Core Essential, UHC EDGE, UHC Navigate, UHC Options PPO","WellCare - Wellcare Dual Access (HMO D-SNP), Wellcare Giveback Open (PPO), Wellcare No Premium (HMO-POS), Wellcare No Premium (PPO), Wellcare Assist (HMO), Wellcare Giveback (HMO), Wellcare Patriot Giveback (HMO-POS)"
4306724,J7999,MORPHINE CADD 500MG/100ML,,00000000197,ML,0636,$206.15,$70.09,$164.92,$185.54,N/A,$185.54,N/A,N/A,N/A,$173.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$164.92,N/A,$164.92,$0.00,$0.00,N/A
4306725,J7999,MORPHIINE CADD 500MG/500ML,,00000000203,ML,0636,$171.60,$58.34,$137.28,$154.44,N/A,$154.44,N/A,N/A,N/A,$144.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$137.28,N/A,$137.28,$0.00,$0.00,N/A
4306726,J7999,MORPHINE CADD 1000MG/100ML,,00000000202,ML,0636,$206.15,$70.09,$164.92,$185.54,N/A,$185.54,N/A,N/A,N/A,$173.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$164.92,N/A,$164.92,$0.00,$0.00,N/A
4306727,,MORPHINE 15MG TAB,,00054023524,EA,0637,$28.50,$9.69,$22.80,$25.65,N/A,$25.65,N/A,N/A,N/A,$23.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$22.80,N/A,$22.80,N/A,N/A,N/A
4306730,,MOTRIN 400MG TABS,,60687044601,EA,0637,$11.15,$3.79,$8.92,$10.04,N/A,$10.04,N/A,N/A,N/A,$9.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.92,N/A,$8.92,N/A,N/A,N/A
4306735,,MOTRIN 600 MG TABS,,60687045701,EA,0637,$11.70,$3.98,$9.36,$10.53,N/A,$10.53,N/A,N/A,N/A,$9.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.36,N/A,$9.36,N/A,N/A,N/A
4306736,,MOTRIN 800MG TAB,,60687046811,EA,0637,$11.45,$3.89,$9.16,$10.31,N/A,$10.31,N/A,N/A,N/A,$9.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.16,N/A,$9.16,N/A,N/A,N/A
4306746,,MS CONTIN 30MG TAB,,00406833062,EA,0637,$31.85,$10.83,$25.48,$28.67,N/A,$28.67,N/A,N/A,N/A,$26.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$25.48,N/A,$25.48,N/A,N/A,N/A
4306748,,M S CONTIN 15 MG TAB,,00406831562,EA,0637,$29.40,$10.00,$23.52,$26.46,N/A,$26.46,N/A,N/A,N/A,$24.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$23.52,N/A,$23.52,N/A,N/A,N/A
4306749,,MS CONTIN 100 MG,,00406839001,EA,0637,$47.10,$16.01,$37.68,$42.39,N/A,$42.39,N/A,N/A,N/A,$39.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$37.68,N/A,$37.68,N/A,N/A,N/A
4306770,,MUCOMYST 20% 30CC,,63323069030,ML,0250,$203.70,$69.26,$99.61,$183.33,N/A,$183.33,N/A,N/A,N/A,$171.11,$112.04,N/A,N/A,N/A,$99.61,N/A,N/A,N/A,$162.96,N/A,$162.96,N/A,N/A,N/A
4306773,,ACETYLCYSTEINE 20% 10ML,,63323069210,ML,0250,$123.15,$41.87,$60.22,$110.84,N/A,$110.84,N/A,N/A,N/A,$103.45,$67.73,N/A,N/A,N/A,$60.22,N/A,N/A,N/A,$98.52,N/A,$98.52,N/A,N/A,N/A
4306774,,MURO-128 OPHTH SOL 15ML,,00904649035,ML,0637,$41.10,$13.97,$32.88,$36.99,N/A,$36.99,N/A,N/A,N/A,$34.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$32.88,N/A,$32.88,N/A,N/A,N/A
4306775,,MUCOMYST 20% 4CC,,63323069404,ML,0250,$128.90,$43.83,$63.03,$116.01,N/A,$116.01,N/A,N/A,N/A,$108.28,$70.90,N/A,N/A,N/A,$63.03,N/A,N/A,N/A,$103.12,N/A,$103.12,N/A,N/A,N/A
4306776,,MULTAQ 400 MG TABLET,,00024414260,EA,0637,$119.90,$40.77,$95.92,$107.91,N/A,$107.91,N/A,N/A,N/A,$100.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$95.92,N/A,$95.92,N/A,N/A,N/A
4306777,,MULTIVIT + MINERALS THERA,,00904053961,EA,0637,$10.35,$3.52,$8.28,$9.32,N/A,$9.32,N/A,N/A,N/A,$8.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.28,N/A,$8.28,N/A,N/A,N/A
4306778,,MULTIVITAMIN WITH IRON TA,,00904053160,EA,0637,$10.15,$3.45,$8.12,$9.14,N/A,$9.14,N/A,N/A,N/A,$8.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.12,N/A,$8.12,N/A,N/A,N/A
4306780,,MULTITRACE-5 TRACE ELEMENTS W/ SELENIUM,,00517820125,ML,0250,$177.00,$60.18,$86.55,$159.30,N/A,$159.30,N/A,N/A,N/A,$148.68,$97.35,N/A,N/A,N/A,$86.55,N/A,N/A,N/A,$141.60,N/A,$141.60,N/A,N/A,N/A
4306785,,MULTIVITAMIN WITH IRON,,00904053670,EA,0250,$10.20,$3.47,$4.99,$9.18,N/A,$9.18,N/A,N/A,N/A,$8.57,$5.61,N/A,N/A,N/A,$4.99,N/A,N/A,N/A,$8.16,N/A,$8.16,N/A,N/A,N/A
4306795,,MYAMBUTOL 400MG,,68084028011,EA,0637,$14.90,$5.07,$11.92,$13.41,N/A,$13.41,N/A,N/A,N/A,$12.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$11.92,N/A,$11.92,N/A,N/A,N/A
4306800,,MYCELEX TROCHES,,00574010770,EA,0637,$13.50,$4.59,$10.80,$12.15,N/A,$12.15,N/A,N/A,N/A,$11.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.80,N/A,$10.80,N/A,N/A,N/A
4306807,,MYCOBUTIN 150 MG CAP,,00013530117,EA,0637,$86.05,$29.26,$68.84,$77.45,N/A,$77.45,N/A,N/A,N/A,$72.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$68.84,N/A,$68.84,N/A,N/A,N/A
4306810,,MYCOLOG CR. 15GM,,51672126301,GM,0637,$201.40,$68.48,$161.12,$181.26,N/A,$181.26,N/A,N/A,N/A,$169.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$161.12,N/A,$161.12,N/A,N/A,N/A
4306815,,MYCOLOG OINT 15GM,,45802024414,GM,0637,$76.30,$25.94,$61.04,$68.67,N/A,$68.67,N/A,N/A,N/A,$64.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$61.04,N/A,$61.04,N/A,N/A,N/A
4306820,,MYCOSTATIN CR 15GM,,51672128901,GM,0637,$91.10,$30.97,$72.88,$81.99,N/A,$81.99,N/A,N/A,N/A,$76.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$72.88,N/A,$72.88,N/A,N/A,N/A
4306825,,MYCOSTATIN OINT 15GM,,00713068615,GM,0637,$42.20,$14.35,$33.76,$37.98,N/A,$37.98,N/A,N/A,N/A,$35.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$33.76,N/A,$33.76,N/A,N/A,N/A
4306830,,MYCOSTATIN ORAL TABS,,23155005101,EA,0637,$14.00,$4.76,$11.20,$12.60,N/A,$12.60,N/A,N/A,N/A,$11.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$11.20,N/A,$11.20,N/A,N/A,N/A
4306835,,MYCOSTATIN SUSP 100000U/C,,00121081002,ML,0637,$85.90,$29.21,$68.72,$77.31,N/A,$77.31,N/A,N/A,N/A,$72.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$68.72,N/A,$68.72,N/A,N/A,N/A
4306840,,MYCOSTATIN TOPICAL PWDR,,39822301501,GM,0637,$56.00,$19.04,$44.80,$50.40,N/A,$50.40,N/A,N/A,N/A,$47.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$44.80,N/A,$44.80,N/A,N/A,N/A
4306847,,MYDFRIN 2.5% OPTH S0L 3ML,,17478020115,ML,0250,$484.10,$164.59,$236.72,$435.69,N/A,$435.69,N/A,N/A,N/A,$406.64,$266.26,N/A,N/A,N/A,$236.72,N/A,N/A,N/A,$387.28,N/A,$387.28,N/A,N/A,N/A
4306850,,MYDRIACYL OPTH 0.5% 15CC,,17478010112,ML,0637,$59.50,$20.23,$47.60,$53.55,N/A,$53.55,N/A,N/A,N/A,$49.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$47.60,N/A,$47.60,N/A,N/A,N/A
4306853,,TROPICAMIDE 1% 3 ML,,61314035501,ML,0250,$104.90,$35.67,$51.30,$94.41,N/A,$94.41,N/A,N/A,N/A,$88.12,$57.70,N/A,N/A,N/A,$51.30,N/A,N/A,N/A,$83.92,N/A,$83.92,N/A,N/A,N/A
4306880,,SIMETHICONE GTTS 2GM/30ML,,56184012041,ML,0637,$68.40,$23.26,$54.72,$61.56,N/A,$61.56,N/A,N/A,N/A,$57.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$54.72,N/A,$54.72,N/A,N/A,N/A
4306885,,SIMETHICONE 125MG CHEWABLE TABLET,,69618003206,EA,0637,$10.55,$3.59,$8.44,$9.50,N/A,$9.50,N/A,N/A,N/A,$8.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.44,N/A,$8.44,N/A,N/A,N/A
4306890,,MYLICON 80 TABS,,00904506860,EA,0637,$10.20,$3.47,$8.16,$9.18,N/A,$9.18,N/A,N/A,N/A,$8.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.16,N/A,$8.16,N/A,N/A,N/A
4306904,,MIRABEGRON TAB 50MG,,00469260230,EA,0637,$143.15,$48.67,$114.52,$128.84,N/A,$128.84,N/A,N/A,N/A,$120.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$114.52,N/A,$114.52,N/A,N/A,N/A
4306905,,MIRABEGRON TAB 25MG,,00469260130,EA,0637,$143.40,$48.76,$114.72,$129.06,N/A,$129.06,N/A,N/A,N/A,$120.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$114.72,N/A,$114.72,N/A,N/A,N/A
4306909,,MYSOLINE 50 MG TAB,,50268068615,EA,0637,$13.30,$4.52,$10.64,$11.97,N/A,$11.97,N/A,N/A,N/A,$11.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.64,N/A,$10.64,N/A,N/A,N/A
4306910,,MYSOLINE 250MG TAB,,50268068711,EA,0637,$14.35,$4.88,$11.48,$12.92,N/A,$12.92,N/A,N/A,N/A,$12.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$11.48,N/A,$11.48,N/A,N/A,N/A
4306913,,REVIA,,00904703604,EA,0637,$25.75,$8.76,$20.60,$23.18,N/A,$23.18,N/A,N/A,N/A,$21.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$20.60,N/A,$20.60,N/A,N/A,N/A
4306960,,NACL 0.9% 10 CC INJ.,,63323018610,ML,0250,$15.60,$5.30,$7.63,$14.04,N/A,$14.04,N/A,N/A,N/A,$13.10,$8.58,N/A,N/A,N/A,$7.63,N/A,N/A,N/A,$12.48,N/A,$12.48,N/A,N/A,N/A
4306975,,NAFCILLIN 1GM INJ,,25021013910,EA,0250,$180.00,$61.20,$88.02,$162.00,N/A,$162.00,N/A,N/A,N/A,$151.20,$99.00,N/A,N/A,N/A,$88.02,N/A,N/A,N/A,$144.00,N/A,$144.00,N/A,N/A,N/A
4306980,,NAFCILLIN 2GM INJ,,63323032820,EA,0250,$305.20,$103.77,$149.24,$274.68,N/A,$274.68,N/A,N/A,N/A,$256.37,$167.86,N/A,N/A,N/A,$149.24,N/A,N/A,N/A,$244.16,N/A,$244.16,N/A,N/A,N/A
4306987,,PAXIL-CR 25MG TAB,,62175047132,EA,0637,$19.35,$6.58,$15.48,$17.42,N/A,$17.42,N/A,N/A,N/A,$16.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$15.48,N/A,$15.48,N/A,N/A,N/A
4307020,,NAPHCON-A OPTH SOLN 15CC,,69968006301,ML,0637,$55.30,$18.80,$44.24,$49.77,N/A,$49.77,N/A,N/A,N/A,$46.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$44.24,N/A,$44.24,N/A,N/A,N/A
4307035,,NAPROSYN 500MG. TAB.,,60687049101,EA,0637,$11.85,$4.03,$9.48,$10.67,N/A,$10.67,N/A,N/A,N/A,$9.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$9.48,N/A,$9.48,N/A,N/A,N/A
4307039,J2310,NALOXONE 2MG2/ML INJ,,76329346901,ML,0636,$162.65,$55.30,$18.24,$146.39,N/A,$146.39,N/A,N/A,N/A,$136.63,N/A,N/A,$18.24,N/A,N/A,N/A,N/A,N/A,$130.12,$20.84,$130.12,$0.00,$0.00,N/A
4307040,J2310,NALOXONE 1MG/1ML INJ,,55150032710,ML,0636,$52.25,$17.77,$18.24,$47.03,N/A,$47.03,N/A,N/A,N/A,$43.89,N/A,N/A,$18.24,N/A,N/A,N/A,N/A,N/A,$41.80,$20.84,$41.80,$0.00,$0.00,N/A
4307042,J2300,NALBUPHINE 10MG/ML AMP,,00409146301,ML,0636,$42.15,$14.33,$6.54,$37.94,N/A,$37.94,N/A,N/A,N/A,$35.41,N/A,N/A,$6.54,N/A,N/A,N/A,N/A,N/A,$33.72,$7.47,$33.72,$0.00,$0.00,N/A
4307045,,NALOXEGOL  TAB 12.5MG,,57841130001,EA,0637,$125.50,$42.67,$100.40,$112.95,N/A,$112.95,N/A,N/A,N/A,$105.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$100.40,N/A,$100.40,N/A,N/A,N/A
4307046,,NALOXEGOL TAB 25MG,,57841130103,EA,0637,$120.20,$40.87,$96.16,$108.18,N/A,$108.18,N/A,N/A,N/A,$100.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$96.16,N/A,$96.16,N/A,N/A,N/A
4307053,,NASAL ANESTHETIC SOLN,,00000000067,ML,0250,$9.50,$3.23,$4.65,$8.55,N/A,$8.55,N/A,N/A,N/A,$7.98,$5.23,N/A,N/A,N/A,$4.65,N/A,N/A,N/A,$7.60,N/A,$7.60,N/A,N/A,N/A
4307054,,NASAL SANITIZER AMPULE,,56923000116,EA,0637,$35.30,$12.00,$28.24,$31.77,N/A,$31.77,N/A,N/A,N/A,$29.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$28.24,N/A,$28.24,N/A,N/A,N/A
4307115,J3260,TOBRAMYCIN 80MG/2ML INJ,,00409357801,ML,0636,$102.70,$34.92,$10.98,$92.43,N/A,$92.43,N/A,N/A,N/A,$86.27,N/A,N/A,$10.98,N/A,N/A,N/A,N/A,N/A,$82.16,$12.54,$82.16,$0.00,$0.00,N/A
4307126,,WELCHOL 625MG TAB,,75834015218,EA,0637,$15.35,$5.22,$12.28,$13.82,N/A,$13.82,N/A,N/A,N/A,$12.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$12.28,N/A,$12.28,N/A,N/A,N/A
4307151,,NEMBUTAL 50MG/ML INJ 50ML,,67386050155,ML,0250,"$2,670.80",$908.07,"$1,306.02","$2,403.72",N/A,"$2,403.72",N/A,N/A,N/A,"$2,243.47","$1,468.94",N/A,N/A,N/A,"$1,306.02",N/A,N/A,N/A,"$2,136.64",N/A,"$2,136.64",N/A,N/A,N/A
4307185,,NEO SPORIN OINT 1/32 OZ,,00904668067,EA,0637,$10.90,$3.71,$8.72,$9.81,N/A,$9.81,N/A,N/A,N/A,$9.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.72,N/A,$8.72,N/A,N/A,N/A
4307195,,NEO SPORIN OPTH OINT 1/8,,24208078055,GM,0637,$180.40,$61.34,$144.32,$162.36,N/A,$162.36,N/A,N/A,N/A,$151.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$144.32,N/A,$144.32,N/A,N/A,N/A
4307200,,NEO SPORIN OPTH SOL 10CC,,24208079062,ML,0637,$269.40,$91.60,$215.52,$242.46,N/A,$242.46,N/A,N/A,N/A,$226.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$215.52,N/A,$215.52,N/A,N/A,N/A
4307203,J2325,NESIRITIDE 1.5MG/5ML VIAL,JW,65847020525,EA,0636,"$2,600.95",$884.32,$7.30,"$2,340.86",N/A,"$2,340.86",N/A,N/A,N/A,"$2,184.80","$1,300.48",$7.30,$110.01,N/A,$975.36,"$1,690.62","$1,001.37",N/A,"$2,080.76",$125.69,"$2,080.76",$16.61,$0.00,N/A
4307203,J2325,NESIRITIDE 1.5MG/5ML VIAL,,65847020525,EA,0636,"$2,600.95",$884.32,$7.30,"$2,340.86",N/A,"$2,340.86",N/A,N/A,N/A,"$2,184.80","$1,300.48",$7.30,$110.01,N/A,$975.36,"$1,690.62","$1,001.37",N/A,"$2,080.76",$125.69,"$2,080.76",$16.61,$0.00,N/A
4307206,,PATANOL EYE DROPS,,70069000701,ML,0637,$118.00,$40.12,$94.40,$106.20,N/A,$106.20,N/A,N/A,N/A,$99.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$94.40,N/A,$94.40,N/A,N/A,N/A
4307209,,REMINYL 8 MG TAB,,65862045960,EA,0637,$13.60,$4.62,$10.88,$12.24,N/A,$12.24,N/A,N/A,N/A,$11.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.88,N/A,$10.88,N/A,N/A,N/A
4307221,,NEORAL 25 MG CAP,,60505463003,EA,0637,$17.10,$5.81,$13.68,$15.39,N/A,$15.39,N/A,N/A,N/A,$14.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.68,N/A,$13.68,N/A,N/A,N/A
4307222,J7502,CYCLOSPORINE MODIFIED 100MG CAP,,00093574219,EA,0636,$29.35,$9.98,$1.74,$26.42,N/A,$26.42,N/A,N/A,N/A,$24.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$23.48,N/A,$23.48,$1.74,$0.00,N/A
4307255,J2370,PHENYLEPHRINE HCL 10MG/1ML,,61990021103,ML,0636,$106.60,$36.24,$5.07,$95.94,N/A,$95.94,N/A,N/A,N/A,$89.54,N/A,N/A,$5.07,N/A,N/A,N/A,N/A,N/A,$85.28,$5.79,$85.28,$0.00,$0.00,N/A
4307256,J2370,PHENYLEPHRINE 2.5%,,00000000252,EA,0636,$18.30,$6.22,$5.07,$16.47,N/A,$16.47,N/A,N/A,N/A,$15.37,N/A,N/A,$5.07,N/A,N/A,N/A,N/A,N/A,$14.64,$5.79,$14.64,$0.00,$0.00,N/A
4307257,J2370,PHENYLEPHRINE 10%,,00000000251,EA,0636,$21.50,$7.31,$5.07,$19.35,N/A,$19.35,N/A,N/A,N/A,$18.06,N/A,N/A,$5.07,N/A,N/A,N/A,N/A,N/A,$17.20,$5.79,$17.20,$0.00,$0.00,N/A
4307267,,NEO-SYNEPHRINE SPRAY 1%,,70000013201,ML,0250,$29.50,$10.03,$14.43,$26.55,N/A,$26.55,N/A,N/A,N/A,$24.78,$16.23,N/A,N/A,N/A,$14.43,N/A,N/A,N/A,$23.60,N/A,$23.60,N/A,N/A,N/A
4307290,,NEOMYCIN 0.5GM. TABS,,00093117701,EA,0637,$15.75,$5.36,$12.60,$14.18,N/A,$14.18,N/A,N/A,N/A,$13.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$12.60,N/A,$12.60,N/A,N/A,N/A
4307293,,NEOSPORIN GU IRRIGANT IML,,39822120105,ML,0250,$105.60,$35.90,$51.64,$95.04,N/A,$95.04,N/A,N/A,N/A,$88.70,$58.08,N/A,N/A,N/A,$51.64,N/A,N/A,N/A,$84.48,N/A,$84.48,N/A,N/A,N/A
4307296,J2710,NEOSTIGMINE METHYLSULF. 3MG/3ML,,76045038330,ML,0636,$102.95,$35.00,$1.12,$92.66,N/A,$92.66,N/A,N/A,N/A,$86.48,N/A,N/A,$1.12,N/A,N/A,N/A,N/A,N/A,$82.36,$1.27,$82.36,$0.00,$0.00,N/A
4307297,J2710,NEOSTIGMINE METHYLSULF. 1:2000 5MG/10ML,,63323041310,ML,0636,$16.10,$5.47,$1.12,$14.49,N/A,$14.49,N/A,N/A,N/A,$13.52,N/A,N/A,$1.12,N/A,N/A,N/A,N/A,N/A,$12.88,$1.27,$12.88,$0.00,$0.00,N/A
4307300,,NEOSYNEPHRINE 1/4% 15CC,,00274752531,ML,0250,$32.40,$11.02,$15.84,$29.16,N/A,$29.16,N/A,N/A,N/A,$27.22,$17.82,N/A,N/A,N/A,$15.84,N/A,N/A,N/A,$25.92,N/A,$25.92,N/A,N/A,N/A
4307302,J2400,CHLOROPROCAINE HCL 3% 20 ML,,63323047801,ML,0636,$201.55,$68.53,$14.84,$181.40,N/A,$181.40,N/A,N/A,N/A,$169.30,N/A,N/A,$14.84,N/A,N/A,N/A,N/A,N/A,$161.24,$16.96,$161.24,$0.00,$0.00,N/A
4307308,,NITROLING SPRAY SING DOSE,,70003030065,GM,0637,$627.90,$213.49,$502.32,$565.11,N/A,$565.11,N/A,N/A,N/A,$527.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$502.32,N/A,$502.32,N/A,N/A,N/A
4307316,Q5108,PEGFILGRASTIM JMDB BIOS SQ INJ 6MG/.06ML,,67457083306,ML,0636,"$4,828.50","$1,641.69",$179.18,"$4,345.65",N/A,"$4,345.65",N/A,N/A,N/A,"$4,055.94","$2,414.25",$259.98,$542.37,N/A,"$1,810.69","$3,138.53","$1,858.97",N/A,"$3,862.80",$619.66,"$3,862.80",$179.18,$204.14,N/A
4307317,,PEGFILGRASTIM NEULASTA ONPRO KIT 6MG,,55513019201,ML,0636,"$13,567.40","$4,612.92","$5,087.78","$12,210.66",N/A,"$12,210.66",N/A,N/A,N/A,"$11,396.62","$6,783.70",N/A,"$9,713.61",N/A,"$5,087.78","$8,818.81","$5,223.45",N/A,"$10,853.92","$11,097.76","$10,853.92",N/A,N/A,N/A
4307318,,PEGFILGRASTIM 6MG/0.6 ML INJ,,55513019001,ML,0636,"$13,172.50","$4,478.65","$4,939.69","$11,855.25",N/A,"$11,855.25",N/A,N/A,N/A,"$11,064.90","$6,586.25",N/A,"$9,713.61",N/A,"$4,939.69","$8,562.13","$5,071.41",N/A,"$10,538.00","$11,097.76","$10,538.00",N/A,N/A,N/A
4307319,J1447,TBO-FILGRASTIM 300MCG 0.5 ML SYR SQ,,63459091011,ML,0636,"$1,200.85",$408.29,$0.39,"$1,080.77",N/A,"$1,080.77",N/A,N/A,N/A,"$1,008.71",$600.43,$0.56,$1.31,N/A,$450.32,$780.55,$462.33,N/A,$960.68,$1.49,$960.68,$0.39,$0.45,N/A
4307320,J1447,TBO-FILGRASTIM 480MCG SUB-Q,,63459091211,ML,0636,"$1,275.30",$433.60,$0.39,"$1,147.77",N/A,"$1,147.77",N/A,N/A,N/A,"$1,071.25",$637.65,$0.56,$1.31,N/A,$478.24,$828.95,$490.99,N/A,"$1,020.24",$1.49,"$1,020.24",$0.39,$0.45,N/A
4307322,J1442,FILGRASTIM 300MCG/ML 1ML VL,,55513053010,ML,0636,"$1,317.85",$448.07,$0.50,"$1,186.07",N/A,"$1,186.07",N/A,N/A,N/A,"$1,106.99",$658.93,$1.25,$1.62,N/A,$494.19,$856.60,$507.37,N/A,"$1,054.28",$1.85,"$1,054.28",$0.50,$0.98,N/A
4307323,J1442,FILGRASTIM 480MCG/1.6 ML VL,,55513054610,ML,0636,"$2,045.20",$695.37,$0.50,"$1,840.68",N/A,"$1,840.68",N/A,N/A,N/A,"$1,717.97","$1,022.60",$1.25,$1.62,N/A,$766.95,"$1,329.38",$787.40,N/A,"$1,636.16",$1.85,"$1,636.16",$0.50,$0.98,N/A
4307324,J1447,TBO-FILGRASTIM 300MCG/1ML VIAL SQ,,63459091859,ML,0636,"$1,200.90",$408.31,$0.39,"$1,080.81",N/A,"$1,080.81",N/A,N/A,N/A,"$1,008.76",$600.45,$0.56,$1.31,N/A,$450.34,$780.59,$462.35,N/A,$960.72,$1.49,$960.72,$0.39,$0.45,N/A
4307325,,NEUT 2.4 MEQ/5CC,,00409660902,ML,0250,$47.85,$16.27,$23.40,$43.07,N/A,$43.07,N/A,N/A,N/A,$40.19,$26.32,N/A,N/A,N/A,$23.40,N/A,N/A,N/A,$38.28,N/A,$38.28,N/A,N/A,N/A
4307326,,NEXIUM 40 MG TAB,,00186504054,EA,0637,$95.45,$32.45,$76.36,$85.91,N/A,$85.91,N/A,N/A,N/A,$80.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$76.36,N/A,$76.36,N/A,N/A,N/A
4307328,,NICARDIPINE 2.5MG/ML 10ML,,00143954210,ML,0250,$209.10,$71.09,$102.25,$188.19,N/A,$188.19,N/A,N/A,N/A,$175.64,$115.01,N/A,N/A,N/A,$102.25,N/A,N/A,N/A,$167.28,N/A,$167.28,N/A,N/A,N/A
4307330,,NEUTRA PHOS PACKET,,60258000601,EA,0637,$13.70,$4.66,$10.96,$12.33,N/A,$12.33,N/A,N/A,N/A,$11.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.96,N/A,$10.96,N/A,N/A,N/A
4307331,,NEURONTIN 100 MG CAP,,60687058001,EA,0637,$21.05,$7.16,$16.84,$18.95,N/A,$18.95,N/A,N/A,N/A,$17.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$16.84,N/A,$16.84,N/A,N/A,N/A
